"Gene","ModuleColor","ModuleLabel"
"DTX1","brown",3
"DTX3","brown",3
"DTX3L","grey",0
"DTX4","blue",2
"DTYMK","turquoise",1
"DULLARD","turquoise",1
"DUOX1","yellow",4
"DUOX2","yellow",4
"DUOXA1","yellow",4
"DUOXA2","yellow",4
"DUPD1","brown",3
"DUS1L","brown",3
"DUS2L","grey",0
"DUS3L","grey",0
"DUS4L","grey",0
"DUSP1","grey",0
"DUSP10","turquoise",1
"DUSP11","turquoise",1
"DUSP12","turquoise",1
"DUSP13","grey",0
"DUSP14","grey",0
"DUSP15","blue",2
"DUSP18","turquoise",1
"DUSP2","green",5
"DUSP22","brown",3
"DUSP26","yellow",4
"DUSP27","blue",2
"DUSP28","turquoise",1
"DUSP3","blue",2
"DUSP4","blue",2
"DUSP5","blue",2
"DUSP5P","brown",3
"DUSP6","brown",3
"DUSP7","turquoise",1
"DUSP8","grey",0
"DUT","grey",0
"DVL1","grey",0
"DVL2","turquoise",1
"DVL3","blue",2
"DVWA","turquoise",1
"DYDC1","brown",3
"DYDC2","brown",3
"DYM","grey",0
"DYNC1H1","grey",0
"DYNC1I1","yellow",4
"DYNC1I2","turquoise",1
"DYNC1LI1","turquoise",1
"DYNC1LI2","blue",2
"DYNC2LI1","brown",3
"DYNLL1","turquoise",1
"DYNLL2","grey",0
"DYNLRB1","turquoise",1
"DYNLT1","grey",0
"DYRK1A","brown",3
"DYRK1B","turquoise",1
"DYRK2","grey",0
"DYRK3","grey",0
"DYRK4","blue",2
"DYSF","grey",0
"DYSFIP1","blue",2
"DZIP1","grey",0
"DZIP1L","brown",3
"DZIP3","turquoise",1
"E2F1","grey",0
"E2F2","turquoise",1
"E2F3","turquoise",1
"E2F4","grey",0
"E2F5","grey",0
"E2F6","turquoise",1
"E2F7","grey",0
"E2F8","brown",3
"E4F1","grey",0
"EAF1","turquoise",1
"EAF2","turquoise",1
"EARS2","turquoise",1
"EBAG9","turquoise",1
"EBF1","grey",0
"EBF2","yellow",4
"EBF3","grey",0
"EBF4","grey",0
"EBI3","green",5
"EBNA1BP2","turquoise",1
"EBPL","turquoise",1
"ECD","turquoise",1
"ECE1","grey",0
"ECE2","turquoise",1
"ECEL1","grey",0
"ECH1","turquoise",1
"ECHDC1","turquoise",1
"ECHDC2","turquoise",1
"ECHDC3","grey",0
"ECM1","blue",2
"ECSIT","blue",2
"EDAR","grey",0
"EDARADD","blue",2
"EDC3","turquoise",1
"EDEM1","blue",2
"EDEM2","turquoise",1
"EDEM3","blue",2
"EDIL3","yellow",4
"EDN2","grey",0
"EDN3","yellow",4
"EDNRA","yellow",4
"EDNRB","green",5
"EEA1","turquoise",1
"EED","turquoise",1
"EEF1A1","turquoise",1
"EEF1A2","grey",0
"EEF1B2","turquoise",1
"EEF1D","grey",0
"EEF1DP3","grey",0
"EEF1E1","green",5
"EEF1G","turquoise",1
"EEF2","grey",0
"EEF2K","turquoise",1
"EEFSEC","grey",0
"EEPD1","grey",0
"EFCAB1","yellow",4
"EFCAB10","grey",0
"EFCAB2","blue",2
"EFCAB4A","blue",2
"EFCAB4B","grey",0
"EFCAB5","turquoise",1
"EFCAB6","turquoise",1
"EFCAB7","turquoise",1
"EFCAB8","grey",0
"EFEMP1","yellow",4
"EFEMP2","blue",2
"EFHA1","grey",0
"EFHB","grey",0
"EFHC1","grey",0
"EFHD1","grey",0
"EFHD2","brown",3
"EFNA1","turquoise",1
"EFNA2","grey",0
"EFNA3","turquoise",1
"EFNA4","blue",2
"EFNB2","brown",3
"EFNB3","turquoise",1
"EFR3A","blue",2
"EFR3B","grey",0
"EFS","yellow",4
"EFTUD2","turquoise",1
"EGFL7","blue",2
"EGFL8","turquoise",1
"EGFLAM","turquoise",1
"EGFR","grey",0
"EGLN1","turquoise",1
"EGLN2","blue",2
"EGLN3","yellow",4
"EGOT","blue",2
"EGR1","turquoise",1
"EGR2","grey",0
"EGR3","brown",3
"EHBP1","turquoise",1
"EHBP1L1","turquoise",1
"EHD1","green",5
"EHD2","grey",0
"EHD3","blue",2
"EHD4","blue",2
"EHHADH","brown",3
"EHMT1","grey",0
"EHMT2","grey",0
"EI24","turquoise",1
"EID1","turquoise",1
"EID2","grey",0
"EID2B","turquoise",1
"EID3","grey",0
"EIF1","turquoise",1
"EIF1AD","turquoise",1
"EIF1B","turquoise",1
"EIF2A","turquoise",1
"EIF2AK3","turquoise",1
"EIF2AK4","grey",0
"EIF2B1","turquoise",1
"EIF2B2","turquoise",1
"EIF2B3","turquoise",1
"EIF2B4","turquoise",1
"EIF2B5","turquoise",1
"EIF2C1","blue",2
"EIF2C2","yellow",4
"EIF2C3","turquoise",1
"EIF2C4","blue",2
"EIF2S1","turquoise",1
"EIF2S2","turquoise",1
"EIF3A","turquoise",1
"EIF3B","blue",2
"EIF3D","turquoise",1
"EIF3E","turquoise",1
"EIF3F","turquoise",1
"EIF3G","grey",0
"EIF3I","turquoise",1
"EIF3IP1","brown",3
"EIF3J","turquoise",1
"EIF3K","turquoise",1
"EIF3L","turquoise",1
"EIF3M","turquoise",1
"EIF4A1","grey",0
"EIF4A2","green",5
"EIF4A3","turquoise",1
"EIF4B","turquoise",1
"EIF4E","grey",0
"EIF4E1B","brown",3
"EIF4E2","turquoise",1
"EIF4E3","blue",2
"EIF4EBP1","turquoise",1
"EIF4EBP2","grey",0
"EIF4EBP3","yellow",4
"EIF4ENIF1","turquoise",1
"EIF4G1","blue",2
"EIF4G2","turquoise",1
"EIF4G3","turquoise",1
"EIF4H","grey",0
"EIF5","yellow",4
"EIF5A","turquoise",1
"EIF5A2","grey",0
"EIF5B","turquoise",1
"EIF6","turquoise",1
"ELAC2","grey",0
"ELANE","blue",2
"ELAVL1","grey",0
"ELAVL2","yellow",4
"ELAVL4","blue",2
"ELF2","turquoise",1
"ELF3","brown",3
"ELF5","brown",3
"ELFN1","brown",3
"ELFN2","grey",0
"ELK3","grey",0
"ELK4","grey",0
"ELL","turquoise",1
"ELL2","turquoise",1
"ELL3","turquoise",1
"ELMO1","blue",2
"ELMO2","grey",0
"ELMO3","grey",0
"ELMOD1","grey",0
"ELMOD2","brown",3
"ELMOD3","turquoise",1
"ELN","blue",2
"ELOF1","blue",2
"ELOVL1","turquoise",1
"ELOVL2","yellow",4
"ELOVL3","blue",2
"ELOVL4","grey",0
"ELOVL5","turquoise",1
"ELOVL6","turquoise",1
"ELP2","turquoise",1
"ELP2P","grey",0
"ELP4","turquoise",1
"ELTD1","yellow",4
"EMCN","blue",2
"EME1","turquoise",1
"EME2","turquoise",1
"EMG1","turquoise",1
"EMID1","blue",2
"EMID2","yellow",4
"EMILIN1","blue",2
"EMILIN2","turquoise",1
"EML1","grey",0
"EML2","turquoise",1
"EML3","grey",0
"EML4","blue",2
"EML6","brown",3
"EMP1","green",5
"EMP2","grey",0
"EMP3","grey",0
"EMR1","blue",2
"EMR3","blue",2
"EMX1","blue",2
"EMX2","yellow",4
"EMX2OS","yellow",4
"EN1","yellow",4
"EN2","yellow",4
"ENAH","blue",2
"ENC1","brown",3
"ENDOD1","blue",2
"ENG","blue",2
"ENGASE","grey",0
"ENKUR","turquoise",1
"ENO1","grey",0
"ENO2","turquoise",1
"ENO3","grey",0
"ENOPH1","grey",0
"ENOSF1","grey",0
"ENOX1","grey",0
"ENPP1","turquoise",1
"ENPP4","turquoise",1
"ENPP5","brown",3
"ENPP6","turquoise",1
"ENPP7","brown",3
"ENSA","turquoise",1
"ENTHD1","blue",2
"ENTPD1","blue",2
"ENTPD3","grey",0
"ENTPD4","blue",2
"ENTPD5","blue",2
"ENTPD6","turquoise",1
"ENTPD7","grey",0
"ENTPD8","brown",3
"ENY2","turquoise",1
"EOMES","yellow",4
"EP300","turquoise",1
"EP400","blue",2
"EP400NL","turquoise",1
"EPAS1","brown",3
"EPB41","turquoise",1
"EPB41L1","green",5
"EPB41L2","grey",0
"EPB41L3","yellow",4
"EPB41L4A","grey",0
"EPB41L5","grey",0
"EPB42","blue",2
"EPB49","blue",2
"EPC1","grey",0
"EPC2","turquoise",1
"EPCAM","brown",3
"EPGN","blue",2
"EPHA1","grey",0
"EPHA10","yellow",4
"EPHA2","grey",0
"EPHA4","blue",2
"EPHA5","yellow",4
"EPHA6","yellow",4
"EPHA7","yellow",4
"EPHB1","grey",0
"EPHB2","grey",0
"EPHB3","blue",2
"EPHB4","grey",0
"EPHB6","brown",3
"EPHX1","green",5
"EPHX3","yellow",4
"EPHX4","grey",0
"EPM2AIP1","turquoise",1
"EPN1","turquoise",1
"EPN2","turquoise",1
"EPN3","blue",2
"EPO","yellow",4
"EPOR","brown",3
"EPPK1","grey",0
"EPR1","grey",0
"EPRS","turquoise",1
"EPS15","turquoise",1
"EPS15L1","blue",2
"EPS8","turquoise",1
"EPS8L1","blue",2
"EPS8L2","grey",0
"EPS8L3","brown",3
"EPSTI1","turquoise",1
"EPX","brown",3
"ERAL1","turquoise",1
"ERAP1","turquoise",1
"ERBB2","yellow",4
"ERBB2IP","grey",0
"ERBB3","blue",2
"ERBB4","yellow",4
"ERC1","grey",0
"ERC2","green",5
"ERCC1","blue",2
"ERCC2","turquoise",1
"ERCC3","blue",2
"ERCC4","grey",0
"ERCC5","grey",0
"ERCC6","blue",2
"ERCC8","turquoise",1
"EREG","blue",2
"ERF","turquoise",1
"ERG","blue",2
"ERGIC1","green",5
"ERGIC2","turquoise",1
"ERGIC3","turquoise",1
"ERH","turquoise",1
"ERI1","brown",3
"ERI2","blue",2
"ERI3","blue",2
"ERICH1","brown",3
"ERLEC1","grey",0
"ERLIN1","blue",2
"ERMAP","turquoise",1
"ERMN","grey",0
"ERMP1","blue",2
"ERN1","turquoise",1
"ERN2","yellow",4
"ERO1L","grey",0
"ERO1LB","turquoise",1
"ERP29","turquoise",1
"ERP44","turquoise",1
"ERRFI1","brown",3
"ESAM","brown",3
"ESCO1","turquoise",1
"ESCO2","grey",0
"ESD","grey",0
"ESF1","turquoise",1
"ESM1","blue",2
"ESPL1","turquoise",1
"ESPN","grey",0
"ESPNL","grey",0
"ESPNP","grey",0
"ESR1","brown",3
"ESR2","turquoise",1
"ESRP1","turquoise",1
"ESRP2","brown",3
"ESRRA","turquoise",1
"ESRRB","brown",3
"ESRRG","yellow",4
"ESYT1","turquoise",1
"ESYT2","green",5
"ESYT3","green",5
"ETAA1","brown",3
"ETF1","grey",0
"ETFA","grey",0
"ETFB","turquoise",1
"ETFDH","turquoise",1
"ETHE1","grey",0
"ETNK1","brown",3
"ETNK2","brown",3
"ETS1","brown",3
"ETS2","turquoise",1
"ETV1","blue",2
"ETV2","turquoise",1
"ETV3","turquoise",1
"ETV3L","blue",2
"ETV4","grey",0
"ETV5","blue",2
"ETV6","blue",2
"ETV7","turquoise",1
"EVC","grey",0
"EVC2","yellow",4
"EVI5","grey",0
"EVI5L","grey",0
"EVPL","grey",0
"EVX1","yellow",4
"EVX2","yellow",4
"EWSR1","turquoise",1
"EXD1","turquoise",1
"EXD2","grey",0
"EXD3","blue",2
"EXO1","grey",0
"EXOC1","blue",2
"EXOC2","brown",3
"EXOC3","blue",2
"EXOC3L","turquoise",1
"EXOC4","turquoise",1
"EXOC5","turquoise",1
"EXOC6","turquoise",1
"EXOC7","blue",2
"EXOC8","turquoise",1
"EXOSC1","turquoise",1
"EXOSC10","turquoise",1
"EXOSC2","blue",2
"EXOSC4","turquoise",1
"EXOSC5","turquoise",1
"EXOSC7","blue",2
"EXOSC8","turquoise",1
"EXOSC9","grey",0
"EXPH5","brown",3
"EXT1","blue",2
"EXT2","grey",0
"EXTL1","brown",3
"EXTL2","turquoise",1
"EXTL3","grey",0
"EYA1","yellow",4
"EYA2","brown",3
"EYA3","turquoise",1
"EYA4","yellow",4
"EZH1","grey",0
"EZH2","grey",0
"EZR","turquoise",1
"F10","brown",3
"F11","grey",0
"F11R","brown",3
"F12","blue",2
"F13A1","grey",0
"F2R","brown",3
"F2RL1","blue",2
"F2RL2","blue",2
"F2RL3","blue",2
"F3","blue",2
"F7","yellow",4
"FAAH","yellow",4
"FABP1","brown",3
"FABP2","brown",3
"FABP3","yellow",4
"FABP5","grey",0
"FABP6","green",5
"FABP7","grey",0
"FADD","blue",2
"FADS1","grey",0
"FADS2","blue",2
"FADS3","grey",0
"FADS6","green",5
"FAF1","turquoise",1
"FAF2","turquoise",1
"FAH","turquoise",1
"FAHD1","grey",0
"FAHD2A","turquoise",1
"FAIM","brown",3
"FAIM2","grey",0
"FAIM3","yellow",4
"FAM100A","grey",0
"FAM100B","blue",2
"FAM101A","grey",0
"FAM102A","green",5
"FAM103A1","turquoise",1
"FAM104A","turquoise",1
"FAM105A","grey",0
"FAM105B","turquoise",1
"FAM107A","brown",3
"FAM107B","blue",2
"FAM108A1","grey",0
"FAM108B1","turquoise",1
"FAM108C1","blue",2
"FAM109A","grey",0
"FAM109B","brown",3
"FAM110A","blue",2
"FAM110B","blue",2
"FAM110C","yellow",4
"FAM111A","turquoise",1
"FAM113A","turquoise",1
"FAM113B","grey",0
"FAM114A1","blue",2
"FAM114A2","grey",0
"FAM115A","brown",3
"FAM116A","grey",0
"FAM117A","turquoise",1
"FAM117B","grey",0
"FAM118A","grey",0
"FAM118B","turquoise",1
"FAM119A","turquoise",1
"FAM119B","turquoise",1
"FAM120A","turquoise",1
"FAM120AOS","turquoise",1
"FAM120B","brown",3
"FAM122A","turquoise",1
"FAM123A","yellow",4
"FAM123C","grey",0
"FAM124B","brown",3
"FAM125A","turquoise",1
"FAM125B","blue",2
"FAM126A","grey",0
"FAM126B","turquoise",1
"FAM129A","grey",0
"FAM129C","blue",2
"FAM12A","brown",3
"FAM131A","blue",2
"FAM131B","grey",0
"FAM131C","grey",0
"FAM132A","brown",3
"FAM133B","turquoise",1
"FAM134A","turquoise",1
"FAM134B","grey",0
"FAM134C","turquoise",1
"FAM135A","grey",0
"FAM135B","yellow",4
"FAM136A","grey",0
"FAM136B","blue",2
"FAM13A","blue",2
"FAM13B","turquoise",1
"FAM13C","blue",2
"FAM149A","yellow",4
"FAM149B1","turquoise",1
"FAM150A","yellow",4
"FAM150B","turquoise",1
"FAM151B","turquoise",1
"FAM155A","yellow",4
"FAM158A","turquoise",1
"FAM159A","grey",0
"FAM160A2","turquoise",1
"FAM160B1","blue",2
"FAM160B2","grey",0
"FAM161A","turquoise",1
"FAM161B","grey",0
"FAM162A","turquoise",1
"FAM162B","yellow",4
"FAM163A","grey",0
"FAM163B","green",5
"FAM164C","turquoise",1
"FAM165B","blue",2
"FAM167A","blue",2
"FAM167B","blue",2
"FAM168A","turquoise",1
"FAM168B","turquoise",1
"FAM169A","blue",2
"FAM169B","brown",3
"FAM170A","blue",2
"FAM170B","brown",3
"FAM171A1","brown",3
"FAM171A2","red",6
"FAM171B","brown",3
"FAM172A","grey",0
"FAM173A","blue",2
"FAM173B","turquoise",1
"FAM174A","grey",0
"FAM174B","blue",2
"FAM175A","grey",0
"FAM175B","grey",0
"FAM176A","blue",2
"FAM176B","blue",2
"FAM177A1","turquoise",1
"FAM177B","grey",0
"FAM178A","turquoise",1
"FAM178B","brown",3
"FAM179A","grey",0
"FAM179B","grey",0
"FAM180A","brown",3
"FAM180B","blue",2
"FAM181A","brown",3
"FAM181B","yellow",4
"FAM183A","brown",3
"FAM183B","brown",3
"FAM184A","grey",0
"FAM184B","grey",0
"FAM186A","brown",3
"FAM186B","blue",2
"FAM188A","turquoise",1
"FAM188B","grey",0
"FAM189A1","turquoise",1
"FAM189B","blue",2
"FAM18A","blue",2
"FAM18B2","blue",2
"FAM190A","blue",2
"FAM192A","turquoise",1
"FAM193A","blue",2
"FAM193B","blue",2
"FAM194A","blue",2
"FAM194B","yellow",4
"FAM195A","turquoise",1
"FAM195B","turquoise",1
"FAM196A","yellow",4
"FAM196B","blue",2
"FAM198A","blue",2
"FAM198B","blue",2
"FAM19A2","grey",0
"FAM19A3","grey",0
"FAM19A4","yellow",4
"FAM19A5","brown",3
"FAM20B","grey",0
"FAM20C","brown",3
"FAM24B","grey",0
"FAM26D","brown",3
"FAM26E","grey",0
"FAM26F","brown",3
"FAM32A","turquoise",1
"FAM35A","turquoise",1
"FAM36A","blue",2
"FAM38A","blue",2
"FAM38B","yellow",4
"FAM3B","yellow",4
"FAM3C","grey",0
"FAM3D","grey",0
"FAM40A","turquoise",1
"FAM40B","turquoise",1
"FAM43A","turquoise",1
"FAM43B","yellow",4
"FAM46A","blue",2
"FAM46B","grey",0
"FAM46C","grey",0
"FAM47E","yellow",4
"FAM48A","grey",0
"FAM49A","blue",2
"FAM49B","grey",0
"FAM50B","brown",3
"FAM53A","brown",3
"FAM53B","grey",0
"FAM53C","turquoise",1
"FAM54A","turquoise",1
"FAM54B","turquoise",1
"FAM55B","green",5
"FAM55C","grey",0
"FAM57A","brown",3
"FAM57B","blue",2
"FAM58B","grey",0
"FAM59A","blue",2
"FAM59B","turquoise",1
"FAM5B","yellow",4
"FAM5C","yellow",4
"FAM60A","turquoise",1
"FAM63A","brown",3
"FAM63B","blue",2
"FAM64A","blue",2
"FAM65A","blue",2
"FAM65B","grey",0
"FAM65C","blue",2
"FAM69A","grey",0
"FAM69B","blue",2
"FAM69C","grey",0
"FAM71B","blue",2
"FAM71D","grey",0
"FAM71E1","grey",0
"FAM71E2","yellow",4
"FAM71F1","grey",0
"FAM73B","turquoise",1
"FAM76A","turquoise",1
"FAM76B","grey",0
"FAM78A","turquoise",1
"FAM78B","green",5
"FAM7A3","grey",0
"FAM82A1","brown",3
"FAM82A2","turquoise",1
"FAM82B","blue",2
"FAM83A","blue",2
"FAM83B","yellow",4
"FAM83C","brown",3
"FAM83D","turquoise",1
"FAM83E","grey",0
"FAM83F","brown",3
"FAM83G","grey",0
"FAM83H","brown",3
"FAM84A","yellow",4
"FAM84B","turquoise",1
"FAM89A","brown",3
"FAM89B","turquoise",1
"FAM8A1","turquoise",1
"FAM91A1","turquoise",1
"FAM92A1","grey",0
"FAM92A3","brown",3
"FAM92B","blue",2
"FAM96A","turquoise",1
"FAM96B","turquoise",1
"FAM98A","turquoise",1
"FAM98B","turquoise",1
"FAM98C","turquoise",1
"FAM99B","brown",3
"FANCA","grey",0
"FANCC","grey",0
"FANCF","turquoise",1
"FANCG","turquoise",1
"FANCI","turquoise",1
"FANCL","yellow",4
"FANCM","turquoise",1
"FAP","grey",0
"FAR1","grey",0
"FAR2","blue",2
"FARP1","grey",0
"FARP2","grey",0
"FARS2","brown",3
"FARSA","turquoise",1
"FARSB","turquoise",1
"FAS","grey",0
"FASLG","blue",2
"FASN","grey",0
"FASTK","grey",0
"FASTKD2","turquoise",1
"FASTKD3","turquoise",1
"FASTKD5","turquoise",1
"FAT1","turquoise",1
"FAT3","blue",2
"FAT4","yellow",4
"FAU","turquoise",1
"FBF1","grey",0
"FBLIM1","blue",2
"FBLN1","brown",3
"FBLN2","grey",0
"FBLN5","brown",3
"FBLN7","brown",3
"FBN1","grey",0
"FBN2","yellow",4
"FBN3","turquoise",1
"FBP1","blue",2
"FBRS","brown",3
"FBRSL1","blue",2
"FBXL12","turquoise",1
"FBXL13","blue",2
"FBXL14","green",5
"FBXL15","blue",2
"FBXL16","red",6
"FBXL18","blue",2
"FBXL19","blue",2
"FBXL2","grey",0
"FBXL20","turquoise",1
"FBXL21","yellow",4
"FBXL22","blue",2
"FBXL3","turquoise",1
"FBXL4","turquoise",1
"FBXL5","grey",0
"FBXL6","brown",3
"FBXL7","yellow",4
"FBXL8","blue",2
"FBXO10","brown",3
"FBXO15","turquoise",1
"FBXO16","blue",2
"FBXO17","brown",3
"FBXO18","blue",2
"FBXO2","blue",2
"FBXO21","green",5
"FBXO22","grey",0
"FBXO24","green",5
"FBXO25","grey",0
"FBXO28","turquoise",1
"FBXO3","grey",0
"FBXO30","turquoise",1
"FBXO31","grey",0
"FBXO32","grey",0
"FBXO33","turquoise",1
"FBXO34","grey",0
"FBXO36","turquoise",1
"FBXO38","turquoise",1
"FBXO39","yellow",4
"FBXO4","turquoise",1
"FBXO42","grey",0
"FBXO44","blue",2
"FBXO45","turquoise",1
"FBXO46","turquoise",1
"FBXO48","turquoise",1
"FBXO5","turquoise",1
"FBXO7","turquoise",1
"FBXO8","blue",2
"FBXO9","turquoise",1
"FBXW11","turquoise",1
"FBXW12","brown",3
"FBXW4","turquoise",1
"FBXW7","grey",0
"FBXW8","brown",3
"FBXW9","turquoise",1
"FCAR","blue",2
"FCER1G","blue",2
"FCER2","grey",0
"FCF1","grey",0
"FCGR2A","blue",2
"FCGRT","blue",2
"FCHO1","blue",2
"FCHO2","turquoise",1
"FCHSD1","grey",0
"FCHSD2","grey",0
"FCN1","blue",2
"FCN2","grey",0
"FCRL1","blue",2
"FCRL3","brown",3
"FCRL5","brown",3
"FCRL6","yellow",4
"FCRLA","blue",2
"FCRLB","blue",2
"FDFT1","turquoise",1
"FDPS","brown",3
"FDX1","grey",0
"FDX1L","grey",0
"FDXACB1","turquoise",1
"FDXR","turquoise",1
"FECH","grey",0
"FEM1A","turquoise",1
"FEM1B","turquoise",1
"FEM1C","grey",0
"FEN1","grey",0
"FERD3L","brown",3
"FERMT1","blue",2
"FERMT2","brown",3
"FERMT3","turquoise",1
"FES","brown",3
"FETUB","brown",3
"FEV","blue",2
"FEZ1","brown",3
"FEZ2","grey",0
"FEZF1","yellow",4
"FEZF2","yellow",4
"FFAR2","blue",2
"FFAR3","blue",2
"FGD2","blue",2
"FGD3","turquoise",1
"FGD4","blue",2
"FGD5","yellow",4
"FGD6","turquoise",1
"FGF1","green",5
"FGF10","yellow",4
"FGF11","brown",3
"FGF12","yellow",4
"FGF14","grey",0
"FGF17","brown",3
"FGF18","brown",3
"FGF19","grey",0
"FGF2","blue",2
"FGF20","grey",0
"FGF21","yellow",4
"FGF23","grey",0
"FGF3","grey",0
"FGF5","yellow",4
"FGF6","brown",3
"FGF7","grey",0
"FGF8","green",5
"FGF9","grey",0
"FGFBP1","brown",3
"FGFBP2","turquoise",1
"FGFBP3","turquoise",1
"FGFR1","grey",0
"FGFR1OP","grey",0
"FGFR1OP2","turquoise",1
"FGFR2","grey",0
"FGFR3","blue",2
"FGFR4","brown",3
"FGFRL1","brown",3
"FGG","green",5
"FGGY","grey",0
"FGL2","brown",3
"FGR","blue",2
"FH","grey",0
"FHAD1","grey",0
"FHDC1","brown",3
"FHL2","blue",2
"FHL3","blue",2
"FHL5","grey",0
"FHOD1","turquoise",1
"FHOD3","brown",3
"FIBCD1","brown",3
"FIBIN","grey",0
"FIBP","turquoise",1
"FICD","turquoise",1
"FIG4","turquoise",1
"FIGLA","yellow",4
"FIGN","yellow",4
"FIGNL1","grey",0
"FIGNL2","grey",0
"FILIP1","grey",0
"FILIP1L","brown",3
"FIP1L1","grey",0
"FIS1","blue",2
"FITM1","grey",0
"FITM2","turquoise",1
"FIZ1","blue",2
"FJX1","brown",3
"FKBP10","blue",2
"FKBP11","green",5
"FKBP14","turquoise",1
"FKBP1A","turquoise",1
"FKBP1B","grey",0
"FKBP2","turquoise",1
"FKBP3","turquoise",1
"FKBP4","grey",0
"FKBP5","turquoise",1
"FKBP6","brown",3
"FKBP7","turquoise",1
"FKBP8","grey",0
"FKBP9","blue",2
"FKBPL","turquoise",1
"FKRP","blue",2
"FKTN","turquoise",1
"FLAD1","blue",2
"FLCN","turquoise",1
"FLG","brown",3
"FLI1","blue",2
"FLII","blue",2
"FLJ10038","turquoise",1
"FLJ10357","yellow",4
"FLJ11235","grey",0
"FLJ13197","grey",0
"FLJ13224","turquoise",1
"FLJ14107","grey",0
"FLJ16779","grey",0
"FLJ20184","brown",3
"FLJ22536","yellow",4
"FLJ23834","green",5
"FLJ23867","grey",0
"FLJ25006","blue",2
"FLJ26850","grey",0
"FLJ30679","green",5
"FLJ31306","turquoise",1
"FLJ32063","yellow",4
"FLJ32065","turquoise",1
"FLJ32810","yellow",4
"FLJ33360","grey",0
"FLJ33630","turquoise",1
"FLJ35220","red",6
"FLJ35776","turquoise",1
"FLJ36031","brown",3
"FLJ36777","blue",2
"FLJ37307","grey",0
"FLJ37453","blue",2
"FLJ39582","turquoise",1
"FLJ39609","blue",2
"FLJ39653","blue",2
"FLJ40125","blue",2
"FLJ40852","turquoise",1
"FLJ41350","yellow",4
"FLJ41603","grey",0
"FLJ41941","brown",3
"FLJ42289","blue",2
"FLJ42393","blue",2
"FLJ42709","yellow",4
"FLJ42875","grey",0
"FLJ43390","yellow",4
"FLJ43663","brown",3
"FLJ43860","brown",3
"FLJ44817","turquoise",1
"FLJ45079","grey",0
"FLJ45244","grey",0
"FLJ45983","brown",3
"FLJ46111","grey",0
"FLJ90757","grey",0
"FLNB","brown",3
"FLNC","yellow",4
"FLOT1","grey",0
"FLOT2","turquoise",1
"FLRT1","blue",2
"FLRT2","yellow",4
"FLRT3","grey",0
"FLT1","yellow",4
"FLT3","brown",3
"FLT3LG","turquoise",1
"FLT4","blue",2
"FLVCR1","grey",0
"FLVCR2","grey",0
"FLYWCH1","blue",2
"FLYWCH2","turquoise",1
"FMN1","grey",0
"FMNL1","turquoise",1
"FMNL2","brown",3
"FMO1","brown",3
"FMO6P","green",5
"FMOD","grey",0
"FN3K","yellow",4
"FN3KRP","grey",0
"FNBP1","green",5
"FNBP1L","blue",2
"FNDC1","grey",0
"FNDC3A","turquoise",1
"FNDC3B","blue",2
"FNDC4","grey",0
"FNDC5","grey",0
"FNIP1","turquoise",1
"FNIP2","grey",0
"FNTA","grey",0
"FNTB","turquoise",1
"FOLR1","brown",3
"FOS","turquoise",1
"FOSB","blue",2
"FOSL1","grey",0
"FOSL2","blue",2
"FOXA1","yellow",4
"FOXA3","turquoise",1
"FOXB1","grey",0
"FOXB2","yellow",4
"FOXC1","grey",0
"FOXD1","yellow",4
"FOXD2","yellow",4
"FOXD3","yellow",4
"FOXF1","blue",2
"FOXF2","yellow",4
"FOXG1","yellow",4
"FOXH1","turquoise",1
"FOXI1","grey",0
"FOXI2","yellow",4
"FOXI3","grey",0
"FOXJ1","blue",2
"FOXJ2","turquoise",1
"FOXJ3","grey",0
"FOXK1","blue",2
"FOXK2","blue",2
"FOXL1","grey",0
"FOXL2","yellow",4
"FOXN1","brown",3
"FOXN2","turquoise",1
"FOXN3","blue",2
"FOXO1","turquoise",1
"FOXO3","blue",2
"FOXP1","brown",3
"FOXP2","grey",0
"FOXP4","grey",0
"FOXR1","grey",0
"FOXRED1","grey",0
"FOXS1","brown",3
"FPGS","blue",2
"FPR2","blue",2
"FRAS1","brown",3
"FRAT1","yellow",4
"FRAT2","turquoise",1
"FREM1","grey",0
"FREM2","yellow",4
"FREM3","yellow",4
"FREQ","grey",0
"FRG1","blue",2
"FRMD1","brown",3
"FRMD3","yellow",4
"FRMD4A","grey",0
"FRMD5","grey",0
"FRMD6","grey",0
"FRMD8","turquoise",1
"FRMPD1","grey",0
"FRMPD2","brown",3
"FRY","grey",0
"FRYL","turquoise",1
"FRZB","yellow",4
"FSCN1","blue",2
"FSCN2","grey",0
"FSD1","grey",0
"FSD1L","turquoise",1
"FSD2","blue",2
"FSHB","brown",3
"FSIP1","grey",0
"FSTL1","brown",3
"FSTL3","blue",2
"FSTL4","yellow",4
"FSTL5","yellow",4
"FTH1","blue",2
"FTL","grey",0
"FTMT","grey",0
"FTO","blue",2
"FTSJ3","turquoise",1
"FTSJD1","turquoise",1
"FTSJD2","turquoise",1
"FUBP1","turquoise",1
"FUBP3","turquoise",1
"FUCA1","grey",0
"FUCA2","grey",0
"FUK","grey",0
"FURIN","blue",2
"FUS","green",5
"FUT1","yellow",4
"FUT10","turquoise",1
"FUT11","turquoise",1
"FUT3","blue",2
"FUT4","blue",2
"FUT5","grey",0
"FUT6","blue",2
"FUT7","blue",2
"FUT8","grey",0
"FUT9","yellow",4
