DMR,Gene,Assignment_Type,Distance_to_TSS
chr1_DMR_575,LDLRAD2,CpG,0.0
chr1_DMR_577,FMO6P,CpG,0.0
chr1_DMR_578,MMP23A,CpG,0.0
chr1_DMR_578,MIB2,CpG,0.0
chr1_DMR_578,MMP23B,CpG,0.0
chr1_DMR_579,C1orf88,CpG,0.0
chr1_DMR_580,ZNF648,CpG,0.0
chr1_DMR_581,SLC2A1,CpG,0.0
chr1_DMR_582,MFSD2A,CpG,0.0
chr1_DMR_583,SRM,CpG,0.0
chr1_DMR_584,IRF2BP2,CpG,0.0
chr1_DMR_585,PDE4DIP,CpG,0.0
chr1_DMR_586,LOC100133612,CpG,0.0
chr1_DMR_587,RGS16,CpG,0.0
chr1_DMR_588,PLEKHG5,CpG,0.0
chr1_DMR_590,CNR2,CpG,0.0
chr1_DMR_591,SOAT1,CpG,0.0
chr1_DMR_592,MSH4,CpG,0.0
chr1_DMR_594,RUNX3,CpG,0.0
chr1_DMR_595,MEGF6,CpG,0.0
chr1_DMR_596,EFCAB2,CpG,0.0
chr1_DMR_597,GJB3,CpG,0.0
chr1_DMR_598,GLT25D2,CpG,0.0
chr1_DMR_599,TNFRSF8,CpG,0.0
chr1_DMR_600,GPR61,CpG,0.0
chr1_DMR_601,S100A12,CpG,0.0
chr1_DMR_602,KDM4A,CpG,0.0
chr1_DMR_603,SLC35A3,CpG,0.0
chr1_DMR_604,PSEN2,CpG,0.0
chr1_DMR_605,DOCK7,CpG,0.0
chr1_DMR_607,PFDN2,CpG,0.0
chr1_DMR_607,NIT1,CpG,0.0
chr1_DMR_608,ERI3,CpG,0.0
chr1_DMR_609,CCT3,CpG,0.0
chr1_DMR_609,C1orf182,CpG,0.0
chr1_DMR_610,PRDM16,CpG,0.0
chr1_DMR_611,SLC39A1,CpG,0.0
chr1_DMR_611,CREB3L4,CpG,0.0
chr1_DMR_612,PRCC,CpG,0.0
chr1_DMR_613,CSMD2,CpG,0.0
chr1_DMR_613,HMGB4,CpG,0.0
chr1_DMR_615,DR1,CpG,0.0
chr1_DMR_616,COL24A1,CpG,0.0
chr1_DMR_617,CEP170,CpG,0.0
chr1_DMR_617,SDCCAG8,CpG,0.0
chr1_DMR_618,EXTL1,CpG,0.0
chr1_DMR_619,ST7L,CpG,0.0
chr1_DMR_619,CAPZA1,CpG,0.0
chr1_DMR_620,PRKCZ,CpG,0.0
chr1_DMR_621,LRRN2,CpG,0.0
chr1_DMR_622,NFASC,CpG,0.0
chr1_DMR_623,KLHL21,CpG,0.0
chr1_DMR_625,FLJ42875,CpG,0.0
chr1_DMR_626,FAM167B,CpG,0.0
chr1_DMR_627,ZFYVE9,CpG,0.0
chr1_DMR_628,ELAVL4,CpG,0.0
chr1_DMR_629,LOC100128842,CpG,0.0
chr1_DMR_629,UBE2J2,CpG,0.0
chr1_DMR_630,FABP3,CpG,0.0
chr1_DMR_631,TOE1,CpG,0.0
chr1_DMR_631,MUTYH,CpG,0.0
chr1_DMR_632,WNT4,CpG,0.0
chr1_DMR_633,OR2L8,CpG,0.0
chr1_DMR_633,OR2L13,CpG,0.0
chr1_DMR_634,DFFB,CpG,0.0
chr1_DMR_634,KIAA0562,CpG,0.0
chr1_DMR_635,C1orf53,CpG,0.0
chr1_DMR_636,NPHP4,CpG,0.0
chr1_DMR_637,C1orf150,CpG,0.0
chr1_DMR_638,NIPAL3,CpG,0.0
chr1_DMR_639,SPAG17,CpG,0.0
chr1_DMR_640,TCEA3,CpG,0.0
chr1_DMR_641,LY9,CpG,0.0
chr1_DMR_642,SPSB1,CpG,0.0
chr1_DMR_643,PRDM16,CpG,0.0
chr1_DMR_644,PRDM16,CpG,0.0
chr1_DMR_645,RPL22,CpG,0.0
chr1_DMR_646,MMEL1,CpG,0.0
chr1_DMR_647,EPS15,CpG,0.0
chr1_DMR_648,ZNF644,CpG,0.0
chr1_DMR_649,MEGF6,CpG,0.0
chr1_DMR_651,AGBL4,CpG,0.0
chr1_DMR_652,KLHDC9,CpG,0.0
chr1_DMR_653,B3GALT2,CpG,0.0
chr1_DMR_653,CDC73,CpG,0.0
chr1_DMR_654,MACF1,CpG,0.0
chr1_DMR_654,KIAA0754,CpG,0.0
chr1_DMR_655,TNFRSF4,CpG,0.0
chr1_DMR_656,KIAA1026,CpG,0.0
chr1_DMR_657,MRPL55,CpG,0.0
chr1_DMR_658,S100A10,CpG,0.0
chr1_DMR_659,MACF1,CpG,0.0
chr1_DMR_660,ECE1,CpG,0.0
chr1_DMR_661,SPATA21,CpG,0.0
chr1_DMR_662,GUCA2A,CpG,0.0
chr1_DMR_663,TRAF3IP3,CpG,0.0
chr1_DMR_664,TLR5,CpG,0.0
chr1_DMR_665,GALNT2,CpG,0.0
chr1_DMR_666,SRRM1,CpG,0.0
chr1_DMR_667,MIR942,CpG,0.0
chr1_DMR_667,TTF2,CpG,0.0
chr1_DMR_668,C1orf69,CpG,0.0
chr1_DMR_669,TDRKH,CpG,0.0
chr1_DMR_670,LOC100302401,CpG,0.0
chr1_DMR_670,RASAL2,CpG,0.0
chr1_DMR_671,NFIA,CpG,0.0
chr1_DMR_672,SH3BGRL3,CpG,0.0
chr1_DMR_673,CTPS,CpG,0.0
chr1_DMR_674,NUDT17,CpG,0.0
chr1_DMR_675,NMNAT1,CpG,0.0
chr1_DMR_676,CD1B,CpG,0.0
chr1_DMR_677,LOC148824,CpG,0.0
chr1_DMR_677,OR2C3,CpG,0.0
chr1_DMR_678,PADI2,CpG,0.0
chr1_DMR_679,FGGY,CpG,0.0
chr1_DMR_680,ACTN2,CpG,0.0
chr1_DMR_681,NGF,CpG,0.0
chr1_DMR_682,RERE,CpG,0.0
chr1_DMR_684,IGFN1,CpG,0.0
chr1_DMR_686,SGIP1,CpG,0.0
chr1_DMR_687,LYSMD1,CpG,0.0
chr1_DMR_687,SCNM1,CpG,0.0
chr1_DMR_688,SESN2,CpG,0.0
chr1_DMR_689,LGALS8,CpG,0.0
chr1_DMR_690,FCRLA,CpG,0.0
chr1_DMR_691,OR10X1,CpG,0.0
chr1_DMR_692,PPPDE1,CpG,0.0
chr1_DMR_693,AKT3,CpG,0.0
chr1_DMR_693,SDCCAG8,CpG,0.0
chr1_DMR_694,KLHDC8A,CpG,0.0
chr1_DMR_695,PRDM16,CpG,0.0
chr1_DMR_696,S100A4,CpG,0.0
chr1_DMR_697,KCNJ10,CpG,0.0
chr1_DMR_699,NFASC,CpG,0.0
chr1_DMR_700,RHBG,CpG,0.0
chr1_DMR_701,CACYBP,CpG,0.0
chr1_DMR_702,ZNF238,CpG,0.0
chr1_DMR_703,RNF186,CpG,0.0
chr1_DMR_704,OPTC,CpG,0.0
chr1_DMR_706,CD46,CpG,0.0
chr1_DMR_707,MCL1,CpG,0.0
chr1_DMR_708,ALDH9A1,CpG,0.0
chr1_DMR_710,MARCKSL1,CpG,0.0
chr1_DMR_711,GPBP1L1,CpG,0.0
chr1_DMR_712,SH3BP5L,CpG,0.0
chr1_DMR_714,ESRRG,CpG,0.0
chr1_DMR_715,CAMTA1,CpG,0.0
chr1_DMR_716,VPS45,CpG,0.0
chr1_DMR_717,MTF1,CpG,0.0
chr1_DMR_718,MKNK1,CpG,0.0
chr1_DMR_719,HTR6,CpG,0.0
chr1_DMR_720,NT5C1A,CpG,0.0
chr1_DMR_721,DHX9,CpG,0.0
chr1_DMR_722,MEX3A,CpG,0.0
chr1_DMR_723,PDIK1L,CpG,0.0
chr1_DMR_725,CYP4X1,CpG,0.0
chr1_DMR_726,ARV1,CpG,0.0
chr1_DMR_726,TTC13,CpG,0.0
chr1_DMR_728,RER1,CpG,0.0
chr1_DMR_729,PLCH2,CpG,0.0
chr1_DMR_730,PRPF38B,CpG,0.0
chr1_DMR_731,EXOC8,CpG,0.0
chr1_DMR_731,C1orf124,CpG,0.0
chr1_DMR_732,PRDM16,CpG,0.0
chr1_DMR_733,C1orf230,CpG,0.0
chr1_DMR_734,SSBP3,CpG,0.0
chr1_DMR_736,NID1,CpG,0.0
chr1_DMR_737,LOC149134,CpG,0.0
chr1_DMR_738,LCE6A,CpG,0.0
chr1_DMR_739,SNORD45B,CpG,0.0
chr1_DMR_739,RABGGTB,CpG,0.0
chr1_DMR_739,SNORD45A,CpG,0.0
chr1_DMR_740,SLC30A2,CpG,0.0
chr1_DMR_741,EFNA3,CpG,0.0
chr1_DMR_742,KIAA1026,CpG,0.0
chr1_DMR_743,KCNN3,CpG,0.0
chr1_DMR_744,C1orf74,CpG,0.0
chr1_DMR_746,NAV1,CpG,0.0
chr1_DMR_748,C1orf106,CpG,0.0
chr1_DMR_750,PDE4B,CpG,0.0
chr1_DMR_751,TTC24,CpG,0.0
chr1_DMR_752,C1orf50,CpG,0.0
chr1_DMR_752,LEPRE1,CpG,0.0
chr1_DMR_753,CLCA1,CpG,0.0
chr1_DMR_754,TMOD4,CpG,0.0
chr1_DMR_755,FAM43B,CpG,0.0
chr1_DMR_756,MANEAL,CpG,0.0
chr1_DMR_757,COL16A1,CpG,0.0
chr1_DMR_758,PRDM16,CpG,0.0
chr1_DMR_759,C1orf168,CpG,0.0
chr1_DMR_760,TADA1,CpG,0.0
chr1_DMR_761,MYBPHL,CpG,0.0
chr1_DMR_762,TMEM69,CpG,0.0
chr1_DMR_762,GPBP1L1,CpG,0.0
chr1_DMR_763,MORN1,CpG,0.0
chr1_DMR_764,UBXN11,CpG,0.0
chr1_DMR_765,LCE4A,CpG,0.0
chr1_DMR_766,IL22RA1,CpG,0.0
chr1_DMR_767,CCDC24,CpG,0.0
chr1_DMR_769,CSRP1,CpG,0.0
chr1_DMR_771,TMEM201,CpG,0.0
chr1_DMR_772,AKR7A2,CpG,0.0
chr1_DMR_772,PQLC2,CpG,0.0
chr1_DMR_773,SNHG3-RCC1,CpG,0.0
chr1_DMR_773,RCC1,CpG,0.0
chr1_DMR_776,C1orf123,CpG,0.0
chr1_DMR_777,C1orf77,CpG,0.0
chr1_DMR_777,S100A13,CpG,0.0
chr1_DMR_778,S100A12,CpG,0.0
chr1_DMR_779,OBSCN,CpG,0.0
chr1_DMR_780,DAB1,CpG,0.0
chr1_DMR_782,ARL8A,CpG,0.0
chr1_DMR_783,GCLM,CpG,0.0
chr1_DMR_784,SKI,CpG,0.0
chr1_DMR_785,HCN3,CpG,0.0
chr1_DMR_786,RSBN1,CpG,0.0
chr1_DMR_788,C1orf216,CpG,0.0
chr1_DMR_789,CSF1,CpG,0.0
chr1_DMR_791,PRDM16,CpG,0.0
chr1_DMR_792,EPHB2,CpG,0.0
chr1_DMR_793,PPP1R15B,CpG,0.0
chr1_DMR_794,POGK,CpG,0.0
chr1_DMR_796,PRDM2,CpG,0.0
chr1_DMR_797,SSBP3,CpG,0.0
chr1_DMR_798,CCDC76,CpG,0.0
chr1_DMR_798,SASS6,CpG,0.0
chr1_DMR_799,E2F2,CpG,0.0
chr1_DMR_801,KCNN3,CpG,0.0
chr1_DMR_803,PADI1,CpG,0.0
chr1_DMR_804,CYB561D1,CpG,0.0
chr1_DMR_805,HNRNPR,CpG,0.0
chr1_DMR_806,LGR6,CpG,0.0
chr1_DMR_808,PRDM16,CpG,0.0
chr1_DMR_809,SLAMF9,CpG,0.0
chr1_DMR_810,LOC728661,CpG,0.0
chr1_DMR_810,CDK11B,CpG,0.0
chr1_DMR_812,TP73,CpG,0.0
chr1_DMR_813,C1orf61,CpG,0.0
chr1_DMR_814,CNN3,CpG,0.0
chr1_DMR_815,CRP,CpG,0.0
chr1_DMR_816,PLA2G2D,CpG,0.0
chr1_DMR_817,PLEKHA6,CpG,0.0
chr1_DMR_818,LOC728448,CpG,0.0
chr1_DMR_819,PRDM2,CpG,0.0
chr1_DMR_820,C1orf51,CpG,0.0
chr1_DMR_821,KIAA1522,CpG,0.0
chr1_DMR_822,IGSF9,CpG,0.0
chr1_DMR_823,SPRR2D,CpG,0.0
chr1_DMR_824,AKIRIN1,CpG,0.0
chr1_DMR_826,MIA3,CpG,0.0
chr1_DMR_827,MYCBP,CpG,0.0
chr1_DMR_828,LZIC,CpG,0.0
chr1_DMR_828,NMNAT1,CpG,0.0
chr1_DMR_829,RWDD3,CpG,0.0
chr1_DMR_830,PEX14,CpG,0.0
chr1_DMR_834,TRIM11,CpG,0.0
chr1_DMR_835,MIER1,CpG,0.0
chr1_DMR_835,WDR78,CpG,0.0
chr1_DMR_836,TRIM17,CpG,0.0
chr1_DMR_836,TRIM11,CpG,0.0
chr1_DMR_837,AKR1A1,CpG,0.0
chr1_DMR_838,SLC39A1,CpG,0.0
chr1_DMR_839,SLC25A34,CpG,0.0
chr1_DMR_840,SSU72,CpG,0.0
chr1_DMR_841,MACF1,CpG,0.0
chr1_DMR_842,LBR,CpG,0.0
chr1_DMR_843,S100PBP,CpG,0.0
chr1_DMR_843,YARS,CpG,0.0
chr1_DMR_845,PGBD5,CpG,0.0
chr1_DMR_846,FAM40A,CpG,0.0
chr1_DMR_847,OR10J3,CpG,0.0
chr1_DMR_849,TNNI1,CpG,0.0
chr1_DMR_850,KIAA1751,CpG,0.0
chr1_DMR_851,NFASC,CpG,0.0
chr1_DMR_852,AMPD2,CpG,0.0
chr1_DMR_853,MEGF6,CpG,0.0
chr1_DMR_854,SLC26A9,CpG,0.0
chr1_DMR_856,SLC6A9,CpG,0.0
chr1_DMR_857,LDLRAP1,CpG,0.0
chr1_DMR_858,SFT2D2,CpG,0.0
chr1_DMR_859,DPT,CpG,0.0
chr1_DMR_860,THEM4,CpG,0.0
chr1_DMR_861,PGBD5,CpG,0.0
chr1_DMR_862,DIRAS3,CpG,0.0
chr1_DMR_863,EPS15,CpG,0.0
chr1_DMR_864,CHRM3,CpG,0.0
chr1_DMR_866,C1orf84,CpG,0.0
chr1_DMR_866,MED8,CpG,0.0
chr1_DMR_867,RPL5,CpG,0.0
chr1_DMR_867,SNORD21,CpG,0.0
chr1_DMR_868,SYPL2,CpG,0.0
chr1_DMR_869,C1orf27,CpG,0.0
chr1_DMR_869,MIR548F1,CpG,0.0
chr1_DMR_869,TPR,CpG,0.0
chr1_DMR_870,C1orf151,CpG,0.0
chr1_DMR_872,ARHGEF10L,CpG,0.0
chr1_DMR_873,VPS13D,CpG,0.0
chr1_DMR_875,PRDM16,CpG,0.0
chr1_DMR_876,MNDA,CpG,0.0
chr1_DMR_877,HDAC1,CpG,0.0
chr1_DMR_878,MRPL24,CpG,0.0
chr1_DMR_879,HMCN1,CpG,0.0
chr1_DMR_880,PTPN14,CpG,0.0
chr1_DMR_881,SLC19A2,CpG,0.0
chr1_DMR_882,SLC45A1,CpG,0.0
chr1_DMR_883,PRKCZ,CpG,0.0
chr1_DMR_884,GATAD2B,CpG,0.0
chr1_DMR_885,NFASC,CpG,0.0
chr1_DMR_887,SLC1A7,CpG,0.0
chr1_DMR_889,TMEM53,CpG,0.0
chr1_DMR_889,C1orf228,CpG,0.0
chr1_DMR_890,UBE2U,CpG,0.0
chr1_DMR_891,GALNT2,CpG,0.0
chr1_DMR_892,GNG4,CpG,0.0
chr1_DMR_893,PRDM16,CpG,0.0
chr1_DMR_894,LOC127841,CpG,0.0
chr1_DMR_895,LEPR,CpG,0.0
chr1_DMR_896,WDR47,CpG,0.0
chr1_DMR_897,SH2D1B,CpG,0.0
chr1_DMR_898,PRDM16,CpG,0.0
chr1_DMR_900,LELP1,CpG,0.0
chr1_DMR_903,PADI1,CpG,0.0
chr1_DMR_904,ZBTB41,CpG,0.0
chr1_DMR_905,SKI,CpG,0.0
chr1_DMR_907,UBIAD1,CpG,0.0
chr1_DMR_908,ZP4,CpG,0.0
chr1_DMR_908,LOC100130331,CpG,0.0
chr1_DMR_909,CAMTA1,CpG,0.0
chr1_DMR_910,SNHG12,CpG,0.0
chr1_DMR_910,SNORA61,CpG,0.0
chr1_DMR_910,SNORA44,CpG,0.0
chr1_DMR_910,SNORA16A,CpG,0.0
chr1_DMR_911,C1orf183,CpG,0.0
chr1_DMR_912,SDCCAG8,CpG,0.0
chr1_DMR_913,PLEKHG5,CpG,0.0
chr1_DMR_914,HES4,CpG,0.0
chr1_DMR_915,CLCNKB,CpG,0.0
chr1_DMR_916,CRCT1,CpG,0.0
chr1_DMR_918,CAP1,CpG,0.0
chr1_DMR_919,SLC6A9,CpG,0.0
chr1_DMR_920,RAP1GAP,CpG,0.0
chr1_DMR_921,RNPEP,CpG,0.0
chr1_DMR_922,C1orf69,CpG,0.0
chr1_DMR_923,PYGO2,CpG,0.0
chr1_DMR_923,PBXIP1,CpG,0.0
chr1_DMR_924,TAF1A,CpG,0.0
chr1_DMR_925,MFN2,CpG,0.0
chr1_DMR_926,AGBL4,CpG,0.0
chr1_DMR_926,BEND5,CpG,0.0
chr1_DMR_927,PUM1,CpG,0.0
chr1_DMR_928,SH3BP5L,CpG,0.0
chr1_DMR_929,SPATA1,CpG,0.0
chr1_DMR_929,GNG5,CpG,0.0
chr1_DMR_931,GUCA2B,CpG,0.0
chr1_DMR_932,HCRTR1,CpG,0.0
chr1_DMR_933,ACBD3,CpG,0.0
chr1_DMR_934,SYNC,CpG,0.0
chr1_DMR_935,PRDM16,CpG,0.0
chr1_DMR_936,EPHX4,CpG,0.0
chr1_DMR_937,SARS,CpG,0.0
chr1_DMR_938,HSPG2,CpG,0.0
chr1_DMR_939,KDM1A,CpG,0.0
chr1_DMR_940,DNAJC11,CpG,0.0
chr1_DMR_942,C1orf113,CpG,0.0
chr1_DMR_943,CDC14A,CpG,0.0
chr1_DMR_944,ITPKB,CpG,0.0
chr1_DMR_945,ATP6V0B,CpG,0.0
chr1_DMR_946,MTR,CpG,0.0
chr1_DMR_947,GJA4,CpG,0.0
chr1_DMR_948,S100A3,CpG,0.0
chr1_DMR_949,PIK3CD,CpG,0.0
chr1_DMR_949,C1orf200,CpG,0.0
chr1_DMR_950,RGL1,CpG,0.0
chr1_DMR_950,APOBEC4,CpG,0.0
chr1_DMR_951,LRIG2,CpG,0.0
chr1_DMR_952,SFRS4,CpG,0.0
chr1_DMR_953,CAMTA1,CpG,0.0
chr1_DMR_954,RERE,CpG,0.0
chr1_DMR_955,ILDR2,CpG,0.0
chr1_DMR_956,PRKCZ,CpG,0.0
chr1_DMR_957,PHF13,CpG,0.0
chr1_DMR_958,KCNAB2,CpG,0.0
chr1_DMR_959,C1orf94,CpG,0.0
chr1_DMR_960,UBQLN4,CpG,0.0
chr1_DMR_960,ROBLD3,CpG,0.0
chr1_DMR_961,DDOST,CpG,0.0
chr1_DMR_962,PRKCZ,CpG,0.0
chr1_DMR_963,C1orf109,CpG,0.0
chr1_DMR_964,SCP2,CpG,0.0
chr1_DMR_965,KCNN3,CpG,0.0
chr1_DMR_966,C1orf86,CpG,0.0
chr1_DMR_967,C1orf135,CpG,0.0
chr1_DMR_968,ZDHHC18,CpG,0.0
chr1_DMR_969,PEF1,CpG,0.0
chr1_DMR_970,COG2,CpG,0.0
chr1_DMR_971,PRDM16,CpG,0.0
chr1_DMR_972,ZBTB8B,CpG,0.0
chr1_DMR_973,NTNG1,CpG,0.0
chr1_DMR_974,TAS1R3,CpG,0.0
chr1_DMR_975,OR6Y1,CpG,0.0
chr1_DMR_976,UBE2Q1,CpG,0.0
chr1_DMR_977,SLC25A44,CpG,0.0
chr1_DMR_979,INADL,CpG,0.0
chr1_DMR_980,TSPAN1,CpG,0.0
chr1_DMR_981,NID1,CpG,0.0
chr1_DMR_982,ATP1A2,CpG,0.0
chr1_DMR_983,GALNT2,CpG,0.0
chr1_DMR_984,AGRN,CpG,0.0
chr1_DMR_985,CAPN2,CpG,0.0
chr1_DMR_986,ATF3,CpG,0.0
chr1_DMR_987,EFNA1,CpG,0.0
chr1_DMR_988,MRTO4,CpG,0.0
chr1_DMR_988,KIAA0090,CpG,0.0
chr1_DMR_989,ACAP3,CpG,0.0
chr1_DMR_989,PUSL1,CpG,0.0
chr1_DMR_990,NASP,CpG,0.0
chr1_DMR_991,C1orf203,CpG,0.0
chr1_DMR_992,DYRK3,CpG,0.0
chr1_DMR_994,HHLA3,CpG,0.0
chr1_DMR_994,ANKRD13C,CpG,0.0
chr1_DMR_995,DUSP5P,CpG,0.0
chr1_DMR_996,WNT2B,CpG,0.0
chr1_DMR_997,WDR26,CpG,0.0
chr1_DMR_998,BAI2,CpG,0.0
chr1_DMR_999,KIF26B,CpG,0.0
chr1_DMR_1000,KIAA1522,CpG,0.0
chr1_DMR_1001,HHAT,CpG,0.0
chr1_DMR_1003,SKI,CpG,0.0
chr1_DMR_1004,CAMTA1,CpG,0.0
chr1_DMR_1005,OBSCN,CpG,0.0
chr1_DMR_1007,KLHL17,CpG,0.0
chr1_DMR_1007,PLEKHN1,CpG,0.0
chr1_DMR_1008,HDGF,CpG,0.0
chr1_DMR_1009,TSNAX-DISC1,CpG,0.0
chr1_DMR_1009,DISC1,CpG,0.0
chr1_DMR_1010,CAMTA1,CpG,0.0
chr1_DMR_1011,SPRR2A,CpG,0.0
chr1_DMR_1012,NFASC,CpG,0.0
chr1_DMR_1013,GSTM3,CpG,0.0
chr1_DMR_1014,LOC653566,CpG,0.0
chr1_DMR_1015,KIAA0319L,CpG,0.0
chr1_DMR_1016,IFFO2,CpG,0.0
chr1_DMR_1017,CFHR5,CpG,0.0
chr1_DMR_1018,MORN1,CpG,0.0
chr1_DMR_1018,LOC100129534,CpG,0.0
chr1_DMR_1019,ZBTB17,CpG,0.0
chr1_DMR_1020,KIAA0562,CpG,0.0
chr1_DMR_1022,BTBD19,CpG,0.0
chr1_DMR_1023,CYB561D1,CpG,0.0
chr1_DMR_1024,FLJ42875,CpG,0.0
chr1_DMR_1024,PRDM16,CpG,0.0
chr1_DMR_1025,JUN,CpG,0.0
chr1_DMR_1027,DFFA,CpG,0.0
chr1_DMR_1029,FLAD1,CpG,0.0
chr1_DMR_1030,KIAA0040,CpG,0.0
chr1_DMR_1031,MFSD4,CpG,0.0
chr1_DMR_1032,SKI,CpG,0.0
chr1_DMR_1033,C1orf26,CpG,0.0
chr1_DMR_1033,C1orf25,CpG,0.0
chr1_DMR_1034,TARBP1,CpG,0.0
chr1_DMR_1035,TXNIP,CpG,0.0
chr1_DMR_1037,RIMS3,CpG,0.0
chr1_DMR_1038,PLA2G2C,CpG,0.0
chr1_DMR_1039,RPL11,CpG,0.0
chr1_DMR_1040,NTRK1,CpG,0.0
chr1_DMR_1040,INSRR,CpG,0.0
chr1_DMR_1041,KCNK1,CpG,0.0
chr1_DMR_1043,DMBX1,CpG,0.0
chr1_DMR_1044,BRP44,CpG,0.0
chr1_DMR_1044,DCAF6,CpG,0.0
chr1_DMR_1045,GJB5,CpG,0.0
chr1_DMR_1048,GALE,CpG,0.0
chr1_DMR_1049,FAM5B,CpG,0.0
chr1_DMR_1050,PRDM16,CpG,0.0
chr1_DMR_1051,RTCD1,CpG,0.0
chr1_DMR_1053,ATP13A2,CpG,0.0
chr1_DMR_1054,STIL,CpG,0.0
chr1_DMR_1055,MEF2D,CpG,0.0
chr1_DMR_1056,CD1D,CpG,0.0
chr1_DMR_1057,C1QC,CpG,0.0
chr1_DMR_1058,TMCO4,CpG,0.0
chr1_DMR_1059,CTBS,CpG,0.0
chr1_DMR_1061,NUAK2,CpG,0.0
chr1_DMR_1062,C1orf96,CpG,0.0
chr1_DMR_1064,OSCP1,CpG,0.0
chr1_DMR_1065,COL11A1,CpG,0.0
chr1_DMR_1066,HSPB7,CpG,0.0
chr1_DMR_1067,TIMM17A,CpG,0.0
chr1_DMR_1068,ANGEL2,CpG,0.0
chr1_DMR_1069,DCDC2B,CpG,0.0
chr1_DMR_1069,IQCC,CpG,0.0
chr1_DMR_1070,SFRS11,CpG,0.0
chr1_DMR_1070,LRRC40,CpG,0.0
chr1_DMR_1071,TAL1,CpG,0.0
chr1_DMR_1072,HIPK1,CpG,0.0
chr1_DMR_1073,ZMYM6,CpG,0.0
chr1_DMR_1074,SFPQ,CpG,0.0
chr1_DMR_1075,FAM163A,CpG,0.0
chr1_DMR_1076,HIVEP3,CpG,0.0
chr1_DMR_1077,CACHD1,CpG,0.0
chr1_DMR_1078,NPHP4,CpG,0.0
chr1_DMR_1080,C1orf93,CpG,0.0
chr1_DMR_1081,ELOVL1,CpG,0.0
chr1_DMR_1082,S100A9,CpG,0.0
chr1_DMR_1083,PRDM16,CpG,0.0
chr1_DMR_1084,C1orf57,CpG,0.0
chr1_DMR_1085,TESK2,CpG,0.0
chr1_DMR_1086,DARS2,CpG,0.0
chr1_DMR_1086,CENPL,CpG,0.0
chr1_DMR_1087,OMA1,CpG,0.0
chr1_DMR_1088,EPS8L3,CpG,0.0
chr1_DMR_1089,BTG2,CpG,0.0
chr1_DMR_1090,HBXIP,CpG,0.0
chr1_DMR_1092,FCRL6,CpG,0.0
chr1_DMR_1093,CTH,CpG,0.0
chr1_DMR_1094,C1orf229,CpG,0.0
chr1_DMR_1095,ARHGEF10L,CpG,0.0
chr1_DMR_1096,SDHB,CpG,0.0
chr1_DMR_1098,CDC73,CpG,0.0
chr1_DMR_1099,LRRC52,CpG,0.0
chr1_DMR_1099,LOC400794,CpG,0.0
chr1_DMR_1100,RBM15,CpG,0.0
chr1_DMR_1101,MRPS21,CpG,0.0
chr1_DMR_1102,BEST4,CpG,0.0
chr1_DMR_1103,CNR2,CpG,0.0
chr1_DMR_1106,RNF207,CpG,0.0
chr1_DMR_1107,ACOT7,CpG,0.0
chr1_DMR_1108,FAM5C,CpG,0.0
chr1_DMR_1109,MORN1,CpG,0.0
chr1_DMR_1110,MMEL1,CpG,0.0
chr1_DMR_1111,RD3,CpG,0.0
chr1_DMR_1112,CAMTA1,CpG,0.0
chr1_DMR_1112,VAMP3,CpG,0.0
chr1_DMR_1113,NPHS2,CpG,0.0
chr1_DMR_1113,C1orf125,CpG,0.0
chr1_DMR_1115,DENND2C,CpG,0.0
chr1_DMR_1116,SEC16B,CpG,0.0
chr1_DMR_1117,SMPDL3B,CpG,0.0
chr1_DMR_1117,XKR8,CpG,0.0
chr1_DMR_1118,C1orf21,CpG,0.0
chr1_DMR_1119,OLFML3,CpG,0.0
chr1_DMR_1120,BARHL2,CpG,0.0
chr1_DMR_1121,CNKSR1,CpG,0.0
chr1_DMR_1122,SH2D5,CpG,0.0
chr1_DMR_1123,C1orf194,CpG,0.0
chr1_DMR_1123,KIAA1324,CpG,0.0
chr1_DMR_1124,TTLL7,CpG,0.0
chr1_DMR_1125,PYCR2,CpG,0.0
chr1_DMR_1126,MUC1,CpG,0.0
chr1_DMR_1126,MIR92B,CpG,0.0
chr1_DMR_1127,CYB5RL,CpG,0.0
chr1_DMR_1127,MRPL37,CpG,0.0
chr1_DMR_1128,C1orf198,CpG,0.0
chr1_DMR_1129,ZNF593,CpG,0.0
chr1_DMR_1130,RPS8,CpG,0.0
chr1_DMR_1130,SNORD55,CpG,0.0
chr1_DMR_1130,SNORD46,CpG,0.0
chr1_DMR_1131,FCRLB,CpG,0.0
chr1_DMR_1132,CTNNBIP1,CpG,0.0
chr1_DMR_1133,PRDM16,CpG,0.0
chr1_DMR_1134,NAV1,CpG,0.0
chr1_DMR_1135,PANK4,CpG,0.0
chr1_DMR_1136,CD55,CpG,0.0
chr1_DMR_1137,DUSP12,CpG,0.0
chr1_DMR_1138,TBCE,CpG,0.0
chr1_DMR_1139,PRDM16,CpG,0.0
chr1_DMR_1141,TOMM20,CpG,0.0
chr1_DMR_1141,SNORA14B,CpG,0.0
chr1_DMR_1142,NPPA,CpG,0.0
chr1_DMR_1143,ERO1LB,CpG,0.0
chr1_DMR_1144,TMEM39B,CpG,0.0
chr1_DMR_1146,IGFN1,CpG,0.0
chr1_DMR_1147,FAM46B,CpG,0.0
chr1_DMR_1148,TMED5,CpG,0.0
chr1_DMR_1148,CCDC18,CpG,0.0
