"DMR","CpGs"
"chr1_DMR_242","cg14513226;cg14039463;cg16028793;cg22109331;cg13064658;cg08183490;cg07097417;cg04489786;cg17890782;cg07569918;cg01470925;cg08892386;cg26659410"
"chr1_DMR_243","cg12394377;cg13847963;cg11337018;cg03470088;cg24435747;cg11402503;cg07509155;cg26024880"
"chr1_DMR_244","cg10088685;cg24931346;cg14041976;cg00215182;cg10103528"
"chr1_DMR_245","cg07483650;cg26353448"
"chr1_DMR_246","cg15059176;cg00251678"
"chr1_DMR_247","cg07574241;cg23931558;cg16724196;cg21187265;cg12749636;cg15156836;cg16336056;cg07352544"
"chr1_DMR_248","cg03254916;cg26808687;cg26328757;cg07897871;cg05653018;cg18966401;cg16986578;cg07154254"
"chr1_DMR_249","cg00715811;cg09638704"
"chr1_DMR_250","cg09517873;cg06641388;cg02086195;cg13314614;cg17468563;cg04339837"
"chr1_DMR_251","cg25940008;cg24312489"
"chr1_DMR_252","cg18107144;cg10823804;cg22855405;cg10530055;cg15120085;cg03314569;cg15079885;cg00541683"
"chr1_DMR_253","cg21142984;cg08926982;cg22822919;cg06615861;cg24722365;cg19955419;cg11342332;cg12425768;cg19092837"
"chr1_DMR_254","cg22501942;cg12046793"
"chr1_DMR_255","cg12759387;cg24527636;cg03604774"
"chr1_DMR_256","cg00768741;cg02117102"
"chr1_DMR_257","cg19645639;cg07176692"
"chr1_DMR_258","cg08109625;cg17023856;cg06315149;cg00409816;cg16599817;cg12639453"
"chr1_DMR_259","cg21445541;cg22788606;cg18786479;cg04062187;cg18858739;cg16127719;cg00628228;cg12480903;cg14841337"
"chr1_DMR_260","cg13909533;cg26301690"
"chr1_DMR_261","cg23894854;cg23068939"
"chr1_DMR_262","cg08881019;cg15447017;cg21452188;cg03946955"
"chr1_DMR_263","cg26354228;cg21870545;cg00790928;cg01932091;cg12731400;cg07154196;cg13487185;cg11226328;cg25727366;cg25287272;cg11567310"
"chr1_DMR_264","cg23452443;cg20804280;cg10815400;cg25974903;cg01002030"
"chr1_DMR_265","cg08947084;cg06644515;cg00103398"
"chr1_DMR_266","cg04579203;cg20390741;cg03423077;cg26791242;cg09365624;cg14540297;cg01445399;cg25428451;cg09221932;cg08371190;cg06350257"
"chr1_DMR_267","cg09805709;cg21012139;cg00253564;cg19727124;cg12426313"
"chr1_DMR_268","cg19257356;cg10400390;cg02771890;cg07742396;cg09668030;cg26785800;cg00779166;cg03937290"
"chr1_DMR_269","cg25469314;cg05042706"
"chr1_DMR_270","cg16109680;cg01803258"
"chr1_DMR_271","cg04083753;cg24577933;cg18265147;cg16348112;cg07975828;cg02085891;cg13693328;cg26603116;cg05933510;cg01719100;cg00011203;cg08478016;cg14217990;cg19988763"
"chr1_DMR_272","cg00712762;cg16356622"
"chr1_DMR_273","cg01932843;cg07560662;cg24695972;cg11160820;cg14042132;cg03898845;cg09584521;cg17215278;cg21039631;cg26313955;cg10317628;cg21167563"
"chr1_DMR_274","cg15015996;cg14039138;cg15900221;cg11587191"
"chr1_DMR_275","cg06813419;cg21158528"
"chr1_DMR_276","cg12690996;cg10055231"
"chr1_DMR_277","cg25600410;cg16035777"
"chr1_DMR_278","cg25210609;cg13555004;cg15026089"
"chr1_DMR_279","cg13461447;cg02769781;cg23678594;cg22376730;cg19083977;cg10207218;cg05262191;cg00558749;cg24163210"
"chr1_DMR_280","cg17219660;cg13300939;cg02848961;cg22283058;cg02124912;cg18173859;cg27313021;cg00921097;cg08129759"
"chr1_DMR_281","cg06181069;cg20713492"
"chr1_DMR_282","cg07911682;cg26690834;cg05002512;cg16119852;cg21682062;cg08890084;cg10158674;cg12421536;cg25229157;cg02431098"
"chr1_DMR_283","cg09143576;cg07565540;cg20327061;cg19508900;cg22431590;cg03699618;cg14186992;cg07718813;cg13779133"
"chr1_DMR_284","cg13877715;cg22526531"
"chr1_DMR_285","cg17329287;cg26035323;cg17243637;cg24515341;cg01267315;cg21686694;cg21578207;cg03946896;cg06550214;cg01175682"
"chr1_DMR_286","cg14986357;cg13573582"
"chr1_DMR_287","cg24445316;cg08540100"
"chr1_DMR_288","cg02576395;cg24534743"
"chr1_DMR_289","cg21680719;cg08423562"
"chr1_DMR_290","cg19802390;cg21943117;cg20608032;cg00023726"
"chr1_DMR_291","cg27513684;cg13917151;cg08168580"
"chr1_DMR_292","cg00154064;cg01020399;cg03289576;cg00809399;cg01179986;cg17422500;cg00993400;cg18395993;cg09813817;cg15391271"
"chr1_DMR_293","cg11947782;cg01943221;cg05341549;cg01434679"
"chr1_DMR_294","cg00667789;cg01747796;cg00554413;cg21536783"
"chr1_DMR_295","cg13369817;cg17894362;cg26406563"
"chr1_DMR_296","cg20824939;cg02295992"
"chr1_DMR_297","cg02337836;cg12647497;cg03942855;cg16670497;cg03070194"
"chr1_DMR_298","cg05455036;cg15569630"
"chr1_DMR_299","cg06359703;cg00596048;cg19619003;cg01193554"
"chr1_DMR_300","cg15575967;cg25274008;cg03036777;cg25342005"
"chr1_DMR_301","cg25381737;cg21285773;cg16592897;cg00076797;cg07376219"
"chr1_DMR_302","cg11688628;cg11240755;cg10327320;cg10241147;cg15891716;cg11828509;cg24532665;cg24596570;cg22629170;cg14149304;cg01380356;cg12587382;cg03414631;cg07144162;cg02745632;cg14559422;cg13876650;cg22871604;cg08304059"
"chr1_DMR_303","cg19808620;cg17250929;cg16269775;cg08127462;cg07044523"
"chr1_DMR_304","cg03601828;cg06814792;cg25216580;cg17501774;cg19496978;cg15513620"
"chr1_DMR_305","cg13063202;cg10576151;cg00606914;cg03145924;cg14181947;cg21155367;cg12369402;cg06363214;cg08655788"
"chr1_DMR_306","cg09312904;cg07570898"
"chr1_DMR_307","cg18383660;cg01764046;cg07047963"
"chr1_DMR_308","cg07996532;cg13551754"
"chr1_DMR_309","cg25617285;cg10040748;cg26515805"
"chr1_DMR_310","cg15134583;cg03388409"
"chr1_DMR_311","cg24885126;cg05962139;cg20845805;cg23010344;cg21503377;cg12127991;cg27437294;cg11431126;cg03099045;cg24531915;cg22517740;cg19319808;cg03145930"
"chr1_DMR_312","cg25754958;cg12436568;cg01437204;cg15027815;cg23506842"
"chr1_DMR_313","cg12596564;cg07167688;cg06902368"
"chr1_DMR_314","cg09012001;cg05626128;cg18177731"
"chr1_DMR_315","cg09275986;cg15550953;cg25035489"
"chr1_DMR_316","cg19757176;cg17167920;cg17383186;cg11718162;cg03352427;cg05139571;cg16274678;cg00006626"
"chr1_DMR_317","cg23722592;cg15642933;cg21908960;cg26328954;cg12486296"
"chr1_DMR_318","cg22040431;cg22161131;cg14019947;cg03934069;cg01969748;cg19854470"
"chr1_DMR_319","cg09507771;cg26809482;cg04237804;cg03649238;cg13384150"
"chr1_DMR_320","cg24669191;cg13871495;cg10888031;cg02828779;cg06169627;cg15211996;cg18123385;cg04716261;cg05348888"
"chr1_DMR_321","cg07010314;cg26228351;cg07148880;cg05923618;cg24444188;cg18807223;cg12587954;cg04860852;cg01637011;cg15288326;cg07586285;cg21218687;cg06812278;cg26252592"
"chr1_DMR_322","cg15644742;cg23626733;cg14657417;cg22428961;cg14373988;cg23812581;cg19098932;cg01064573;cg24439334;cg24196923;cg22535228;cg23668539;cg02573276;cg03043663;cg23629166;cg00584868;cg20823695;cg23928726;cg13306335;cg20136951;cg23739036"
"chr1_DMR_323","cg26876444;cg13446852;cg08922075"
"chr1_DMR_324","cg01603146;cg03724763;cg12447069;cg07240554;cg03106313;cg12052258;cg19930352;cg10069121;cg06767701;cg06366009;cg26257241;cg25004833;cg12280317"
"chr1_DMR_325","cg25220781;cg18669381"
"chr1_DMR_326","cg15824543;cg00992048"
"chr1_DMR_327","cg21301505;cg07590721;cg04275881;cg17972058;cg20697519;cg10179949;cg18084791"
"chr1_DMR_328","cg02983950;cg04406436;cg00817765;cg00073543;cg03216506;cg06086731"
"chr1_DMR_329","cg22226438;cg27050229;cg15105996;cg22699361;cg21786289;cg06931612;cg13897241;cg08029603;cg03890988;cg19159092;cg13176867;cg11407801;cg21407818;cg16347928;cg02565062;cg09856436"
"chr1_DMR_330","cg10113864;cg14701962;cg16359129"
"chr1_DMR_331","cg15555463;cg26915799"
"chr1_DMR_332","cg27386431;cg17889623"
"chr1_DMR_333","cg12612104;cg14086045;cg25597580;cg15651099"
"chr1_DMR_334","cg04981885;cg00296079;cg11161846;cg19284575;cg23055938;cg00945666;cg20012024;cg13567636"
"chr1_DMR_335","cg15001714;cg04084173;cg25303772;cg10758369;cg27522154"
"chr1_DMR_336","cg15618533;cg21407117;cg00901843;cg07922933"
"chr1_DMR_337","cg20431191;cg06363275;cg06983715;cg00183684;cg14985076;cg16399910;cg23080733;cg11737676;cg12218697"
"chr1_DMR_338","cg17725211;cg17277729;cg05385377;cg24835051;cg07180646;cg00188746;cg25025297;cg15319451"
"chr1_DMR_339","cg27229529;cg12800122;cg00849570;cg19704073;cg10952596;cg19825974;cg13427179;cg16710099;cg17104202"
"chr1_DMR_340","cg00249974;cg05954120"
"chr1_DMR_341","cg19821682;cg15088574"
"chr1_DMR_342","cg08845439;cg15976650;cg12729048;cg02927519;cg27577972;cg10545682;cg07599225;cg20294789;cg12899421"
"chr1_DMR_343","cg13552712;cg04673737"
"chr1_DMR_344","cg11675722;cg04289130;cg22803724;cg03451574;cg21681549;cg17245735;cg12450567;cg11158179;cg24680681;cg19097500;cg12262372"
"chr1_DMR_345","cg10700643;cg03198116;cg06954759;cg21872908"
"chr1_DMR_346","cg21409829;cg09028711;cg00660693;cg04921646"
"chr1_DMR_347","cg16028753;cg04918175;cg04765848"
"chr1_DMR_348","cg07785552;cg16022904"
"chr1_DMR_349","cg07924387;cg14781190;cg24693287;cg26421646;cg05171336;cg18280758;cg26360484"
"chr1_DMR_350","cg24713770;cg25104613"
"chr1_DMR_351","cg23096144;cg17468616;cg03459809"
"chr1_DMR_352","cg11404945;cg23449295;cg27224823;cg01715088"
"chr1_DMR_353","cg04576042;cg08876899;cg16238000;cg05122644;cg23686365;cg17448137;cg19633205;cg08453486"
"chr1_DMR_354","cg09855706;cg08239426"
"chr1_DMR_355","cg11159091;cg09321097;cg00777310;cg00090648;cg20432200;cg18125246;cg03081691;cg27326518;cg00502077;cg04117530;cg19709822"
"chr1_DMR_356","cg22613968;cg18418928"
"chr1_DMR_357","cg05046020;cg24411075;cg24432768;cg13765621;cg03328730"
"chr1_DMR_358","cg13679776;cg03202416;cg16487794;cg19745637;cg26262482;cg24306340;cg01521258;cg15255399"
"chr1_DMR_359","cg25628740;cg27012203;cg10221637;cg23952195;cg08869383;cg08269394;cg23068701;cg01226883;cg11276438;cg14032528;cg01134491;cg18187189;cg23226134;cg02978542;cg05228408"
"chr1_DMR_360","cg16409049;cg23241335;cg25604883"
"chr1_DMR_361","cg27519145;cg03421657;cg02456804;cg21908886"
"chr1_DMR_362","cg23281714;cg16905527;cg24446923;cg24367431;cg02671019;cg16731157;cg02850329;cg02641560;cg11257888;cg06718763;cg00917251;cg02994588;cg00591489"
"chr1_DMR_363","cg01806956;cg04972459"
"chr1_DMR_364","cg12756753;cg23840493;cg16097041;cg26833883;cg23154272"
"chr1_DMR_365","cg21455485;cg19741500;cg17164905;cg11697038;cg25421855"
"chr1_DMR_366","cg01429859;cg04889800;cg25980637;cg18973939;cg05821634;cg24735235;cg19025461"
"chr1_DMR_367","cg26924440;cg26550235;cg22867719"
"chr1_DMR_368","cg04874113;cg16532282;cg04461388;cg01205584;cg00053851;cg06965961;cg04233686"
"chr1_DMR_369","cg20285514;cg10840412;cg17816394;cg24454695;cg01712686;cg22941646;cg20818778;cg14099468;cg09649610;cg00043510;cg13455717"
"chr1_DMR_370","cg00045689;cg16962115;cg03678274;cg04144714"
"chr1_DMR_371","cg03048488;cg27582527"
"chr1_DMR_372","cg18434152;cg22697365"
"chr1_DMR_373","cg27450668;cg22791030"
"chr1_DMR_374","cg26796642;cg15073708"
"chr1_DMR_375","cg20777437;cg17035984"
"chr1_DMR_376","cg06275635;cg03222483;cg04450606;cg08244156;cg09448880"
"chr1_DMR_377","cg06188545;cg20948486;cg27577907;cg02264567;cg11594940"
"chr1_DMR_378","cg20596348;cg27395190;cg17975245;cg25108841;cg20697630;cg00002028;cg21537245;cg24455365;cg14151682;cg05446994;cg21499909;cg17508639;cg06612452;cg23993660;cg12446953"
"chr1_DMR_379","cg05395321;cg06875985"
"chr1_DMR_380","cg11342789;cg19678111;cg25212701;cg21547763;cg15492834"
"chr1_DMR_381","cg26153353;cg16555926"
"chr1_DMR_382","cg17737314;cg10958452"
"chr1_DMR_383","cg21273275;cg14616251;cg06376426;cg11709405;cg22176324;cg13987674;cg05036846"
"chr1_DMR_384","cg12409601;cg04899180;cg08854582;cg00904574;cg07368443;cg17233819;cg27287808;cg21712663;cg27583604;cg14177943"
"chr1_DMR_385","cg16987101;cg19826439;cg17748520;cg11239823;cg05609059;cg10089647;cg26913398;cg00672802;cg20680802"
"chr1_DMR_386","cg05152432;cg08122070;cg08937102"
"chr1_DMR_387","cg25147376;cg26875805;cg21609640;cg00998438;cg00955307;cg06088759"
"chr1_DMR_388","cg23251790;cg04147929;cg03543985;cg02313130"
"chr1_DMR_389","cg13557139;cg11823463;cg25343618;cg10221746;cg09756373;cg00330370;cg15934095;cg15101245"
"chr1_DMR_390","cg25622154;cg25734842;cg03569277;cg15033163"
"chr1_DMR_391","cg25371449;cg25630265;cg00261690;cg05255803"
"chr1_DMR_392","cg09416928;cg02388783;cg19594360;cg17170458;cg02290168;cg02326858;cg10633176;cg15691841;cg07309082;cg08927489;cg03265190;cg01435515"
"chr1_DMR_393","cg00813378;cg23244095;cg22497741;cg08464374;cg26602477;cg16601494;cg13575252;cg08738570;cg16306898;cg15487867;cg09612202;cg01802295;cg11811409;cg26690297;cg13850380;cg18114463;cg11964810;cg19619320"
"chr1_DMR_394","cg17001566;cg22726349;cg01431482;cg25618424;cg04852443"
"chr1_DMR_395","cg27444913;cg01080986"
"chr1_DMR_396","cg26144437;cg10976961;cg04886407"
"chr1_DMR_397","cg17421241;cg01196079"
"chr1_DMR_398","cg17928095;cg00781875;cg02696763;cg19754013;cg08763433;cg20792284;cg01646665;cg25012898;cg16491166;cg16605187;cg14500718;cg18973101"
"chr1_DMR_399","cg16724613;cg22519151;cg21789564;cg13845302;cg15538837;cg19410789;cg15624314;cg06319713;cg27530209;cg10632229;cg18947521"
"chr1_DMR_400","cg25611840;cg13567386;cg05797295;cg01196158;cg02606566;cg01808739;cg00559790;cg15130788"
"chr1_DMR_401","cg10893986;cg15491247;cg24879939;cg06380199;cg16394551;cg15605124;cg09077530;cg09845604;cg27171194;cg17435683"
"chr1_DMR_402","cg21878149;cg23647410;cg18645081;cg23616139;cg06647600"
"chr1_DMR_403","cg21828629;cg02912371"
"chr1_DMR_404","cg05132306;cg06443644;cg15819352;cg11549166;cg01755342;cg22364929"
"chr1_DMR_405","cg14529891;cg19740679;cg00421585;cg19776877"
"chr1_DMR_406","cg26660631;cg12812068"
"chr1_DMR_407","cg07109430;cg05295584;cg13909826;cg22726338"
"chr1_DMR_408","cg11852149;cg04895329;cg05767015;cg25705508;cg17725472"
"chr1_DMR_409","cg25837803;cg00690431;cg26564040;cg10180406;cg18335243;cg04881125;cg19155599;cg13986130;cg23070111;cg24887140;cg09461185;cg16101346;cg17419623;cg08482694;cg25147026"
"chr1_DMR_410","cg11018723;cg15014975;cg10013501;cg26672794;cg13305657;cg26421310;cg26256263;cg25882256;cg02970551;cg04250451;cg24006721;cg04221877;cg07996594;cg21406271;cg13629563;cg03171924;cg04907595;cg13106389;cg18087266;cg22737001;cg25470148;cg10993442;cg20695936;cg20670361;cg24842859;cg24019564"
"chr1_DMR_411","cg03677161;cg10880902"
"chr1_DMR_412","cg22109530;cg14515791"
"chr1_DMR_413","cg05929019;cg01949993;cg06211724;cg22346461;cg04218899;cg12552165;cg23696949;cg00208830;cg05366923;cg24146518"
"chr1_DMR_414","cg22524657;cg11856897;cg14911856;cg02486904;cg01693598;cg20907051;cg10622911"
"chr1_DMR_415","cg07802625;cg02631286;cg22169053;cg03886315;cg17803965;cg25821168;cg15789095"
"chr1_DMR_416","cg23371746;cg14565725;cg05940231;cg10703826;cg24884142;cg25340966;cg02362103;cg07892597;cg03942051;cg12664119;cg26272623;cg00466334"
"chr1_DMR_417","cg06646493;cg17881660;cg23247704;cg21286402;cg05793340;cg11951449;cg00074184;cg13619163;cg19765820;cg16861047;cg24682551"
"chr1_DMR_418","cg17892328;cg07386190;cg01419479;cg27525037;cg13180005;cg20492121;cg00383081;cg14851700;cg12535596;cg26135716;cg15114328"
"chr1_DMR_419","cg01421044;cg04457794;cg21478437;cg13434570;cg02290880"
"chr1_DMR_420","cg06836497;cg12419491;cg20003805;cg02396143;cg25875824;cg09312767;cg03375056;cg26495864;cg13242658;cg07397372;cg21735376;cg27444383;cg01637218;cg20388635;cg03731740"
"chr1_DMR_421","cg17077180;cg04673462;cg05202204;cg09847153;cg26528311"
"chr1_DMR_422","cg16084788;cg09121478;cg04599612;cg24027679"
"chr1_DMR_423","cg04311510;cg26105956"
"chr1_DMR_424","cg02584756;cg14780649;cg10511249;cg18153322;cg02431672"
"chr1_DMR_425","cg02297709;cg05643453;cg15926420;cg08246428"
"chr1_DMR_426","cg22629111;cg18166862;cg19864490;cg26247215;cg21762820;cg06976312;cg19708554;cg16118529;cg16403669;cg14153737"
"chr1_DMR_427","cg19318393;cg19598416;cg06756211;cg21617516;cg07181406;cg21167643;cg24047802"
"chr1_DMR_428","cg06183287;cg00294940;cg01416168;cg21297772"
"chr1_DMR_429","cg17514528;cg17745097"
"chr1_DMR_430","cg16391955;cg26682922;cg07382435;cg07584563"
"chr1_DMR_431","cg17491622;cg27391934;cg21837069;cg19270739;cg14667273;cg00702126"
"chr1_DMR_432","cg12753895;cg01717636;cg27171890;cg17422462;cg11139020;cg17156633;cg09580965;cg05903985;cg01237807"
"chr1_DMR_433","cg02454364;cg06094815;cg09327855;cg07578215"
"chr1_DMR_434","cg03767970;cg07351084;cg01966787;cg22166703;cg01939664;cg11198589;cg02824873;cg03382564"
"chr1_DMR_435","cg10013316;cg16033941;cg15154191;cg01488300;cg22783358"
"chr1_DMR_436","cg11335133;cg01860897;cg11839020;cg04436714"
"chr1_DMR_437","cg02083428;cg08876437;cg02723372;cg06832183;cg04757093;cg18231267;cg27360282;cg25178645;cg00147638;cg14645650"
"chr1_DMR_438","cg23014549;cg03896752;cg07971584;cg25757224"
"chr1_DMR_439","cg10196558;cg16269418;cg03006527;cg08947894"
"chr1_DMR_440","cg24685601;cg19696441;cg06911113;cg08130175;cg24479524;cg06090867;cg03167763"
"chr1_DMR_441","cg08703055;cg26017930;cg01852476;cg13727629;cg12552820"
"chr1_DMR_442","cg06060191;cg03646889;cg03580297;cg14969332;cg15728779;cg11956761;cg18644191;cg00654657;cg18947801;cg05596294;cg00388673;cg26164310"
"chr1_DMR_443","cg00920395;cg08918576;cg05369553;cg12811284"
"chr1_DMR_444","cg26026567;cg18155888;cg04992757;cg17849542;cg02687883"
"chr1_DMR_445","cg08845123;cg09588271;cg16028201;cg07558455;cg05539515;cg00625425;cg14660586;cg04211018"
"chr1_DMR_446","cg25851425;cg03950476;cg07347137"
"chr1_DMR_447","cg17104258;cg17801546;cg05969378;cg26904049;cg19622662;cg11236550"
"chr1_DMR_448","cg10106388;cg11939496"
"chr1_DMR_449","cg07914457;cg16985652"
"chr1_DMR_450","cg11066776;cg02060465;cg08948808;cg24316982;cg02202484;cg08763351"
"chr1_DMR_451","cg14183455;cg26721382;cg01022916;cg17461278;cg18084114"
"chr1_DMR_452","cg16049283;cg02995045;cg10219223;cg12082302;cg16306654;cg00821310;cg10375954"
"chr1_DMR_453","cg24034841;cg22685052;cg02847589;cg11987090;cg21415347;cg14851608;cg15041659;cg09266979;cg26870337"
"chr1_DMR_454","cg27058889;cg11811705;cg00307818;cg00812246;cg14969361;cg02854331;cg19971655;cg09666006;cg22162435;cg05399330;cg00815091"
"chr1_DMR_455","cg25407979;cg09264489;cg26106304"
"chr1_DMR_456","cg13444842;cg21543102;cg25856811;cg24667326;cg04138756"
"chr1_DMR_457","cg12696328;cg12550412;cg11846112;cg03213967;cg09189118"
"chr1_DMR_458","cg24938296;cg09175620;cg26113278;cg09771429;cg04065347"
"chr1_DMR_459","cg06219821;cg25283284;cg11399814;cg11726754;cg00384847"
"chr1_DMR_460","cg17868533;cg16905926;cg13489958;cg03584783;cg02955369;cg05396044;cg04102126;cg06704773;cg00155514;cg21770828;cg19406762;cg25883402;cg11537707;cg06189265"
"chr1_DMR_461","cg25469418;cg11741753;cg21005438;cg19505659"
"chr1_DMR_462","cg10978799;cg17744604"
"chr1_DMR_463","cg18087514;cg00606312"
"chr1_DMR_464","cg09515921;cg26440142;cg15450098;cg02743632;cg10975889;cg12053004"
"chr1_DMR_465","cg01902845;cg00417025"
"chr1_DMR_466","cg12751565;cg01965508;cg02105856;cg20953047;cg00961792"
"chr1_DMR_467","cg27228276;cg23228418;cg26331172;cg24847154;cg16488304;cg04494683;cg01958916;cg13331550;cg06179645;cg05622647"
"chr1_DMR_468","cg14849071;cg09940756;cg03586437;cg22492088;cg16512458;cg15368822;cg21710324;cg07169524;cg04976319;cg01461641;cg20240791;cg17950169;cg17954482"
"chr1_DMR_469","cg24545100;cg07206827;cg13563504;cg13201297"
"chr1_DMR_470","cg23258881;cg14601938;cg23669159;cg11199810;cg23369564;cg24437535;cg17327184;cg12072973;cg00095674;cg20577019;cg18945035;cg01570589;cg20785674"
"chr1_DMR_471","cg17940268;cg24554839;cg24428232;cg21805734"
"chr1_DMR_472","cg21791023;cg13299927"
"chr1_DMR_473","cg25762679;cg04295372;cg04743650;cg27544046;cg25763716"
"chr1_DMR_474","cg05666713;cg17983307"
"chr1_DMR_475","cg07212644;cg09330979;cg09845488;cg21539243;cg25149743;cg03948207;cg00694336;cg00419759;cg26814432;cg22531889;cg01580044;cg05139111"
"chr1_DMR_476","cg07314186;cg21140898;cg06096824;cg27433451;cg19719311;cg00570896;cg26219095;cg00776601;cg11654900;cg06011285;cg10893043;cg08545574"
"chr1_DMR_477","cg16354520;cg08166767;cg22616525;cg13974761;cg13697387"
"chr1_DMR_478","cg04000234;cg22367631"
"chr1_DMR_479","cg07094487;cg21407196"
"chr1_DMR_480","cg03546360;cg23603036"
"chr1_DMR_481","cg23892856;cg21220387;cg18942631;cg14423702;cg05037360;cg05190718"
"chr1_DMR_482","cg05944260;cg23268630"
"chr1_DMR_483","cg14511923;cg22229039"
"chr1_DMR_484","cg22346119;cg19267259;cg08889373;cg25370592;cg17429065;cg05127153;cg27316808;cg17236617;cg25165880;cg10967178;cg24563804;cg02568911;cg09273516;cg26896160;cg05786314"
"chr1_DMR_485","cg20482462;cg13861948;cg19865770;cg27518240"
"chr1_DMR_486","cg14455487;cg10840064;cg02059391;cg24877558;cg01990334;cg19093397;cg09827532;cg19724668;cg24592462;cg03882929;cg11953541;cg17985311;cg18174678;cg02932026;cg06556397"
"chr1_DMR_487","cg18017761;cg24485408;cg01604592;cg23021241;cg03578951;cg23451311;cg15990015;cg00813440;cg11683482;cg21437596"
"chr1_DMR_488","cg02459569;cg14827807"
"chr1_DMR_489","cg13930047;cg10894991"
"chr1_DMR_490","cg04360793;cg26422458;cg15084543;cg21113740;cg18592365;cg01402735;cg02154252;cg14319235"
"chr1_DMR_491","cg25283465;cg22871908;cg19265544;cg01079795"
"chr1_DMR_492","cg21859019;cg20263885;cg03684513;cg11952735;cg04095045"
"chr1_DMR_493","cg19371916;cg10211414"
"chr1_DMR_494","cg11750929;cg09032281;cg00300303;cg02852398;cg01776299"
"chr1_DMR_495","cg22360028;cg06357908"
"chr1_DMR_496","cg07804289;cg00535683"
"chr1_DMR_497","cg00305774;cg22517356;cg21285198"
"chr1_DMR_498","cg10105218;cg10516886"
